contigName	contigLen	totalAvgDepth	SRR24442552_sub_sorted.bam	SRR24442552_sub_sorted.bam-var
k141_6638	1178	3.59533	3.59533	2.0542
k141_378	3491	5.36157	5.36157	4.61351
k141_6639	371	1.00905	1.00905	0.354463
k141_379	673	5.47036	5.47036	1.81282
k141_380	511	3.20222	3.20222	0.583997
k141_4555	1957	3.87825	3.87825	2.2011
k141_6640	2133	5.79576	5.79576	8.92444
k141_381	1596	5.09267	5.09267	4.8357
k141_382	467	3.3123	3.3123	0.715451
k141_6641	711	25.5775	25.5775	57.341
k141_383	485	2.30448	2.30448	0.230369
k141_4556	2268	4.92918	4.92918	3.85984
k141_2459	4894	4.10245	4.10245	2.7321
k141_2460	760	2.68197	2.68197	0.98572
k141_6642	4071	5.53813	5.53813	4.60109
k141_2461	2175	3.71407	3.71407	2.25465
k141_2462	354	3.5098	3.5098	0.369362
k141_384	4189	4.15276	4.15276	4.021
k141_385	405	5.78431	5.78431	3.42968
k141_6643	768	2.10841	2.10841	0.527933
k141_4557	4238	4.66218	4.66218	4.0598
k141_386	320	1.69412	1.69412	0.213575
k141_2463	1487	4.71952	4.71952	3.42204
k141_4558	2423	5.05191	5.05191	3.59594
k141_2464	1987	4.43386	4.43386	2.8852
k141_4559	486	4.92262	4.92262	2.31041
k141_6644	3754	4.61654	4.61654	3.99945
k141_4560	1180	4.6534	4.6534	2.9711
k141_2465	1453	4.31082	4.31082	1.53541
k141_6645	1491	3.50932	3.50932	2.63218
k141_387	5379	4.97533	4.97533	4.14498
k141_4561	1456	4.05972	4.05972	2.4976
k141_6646	1253	4.90481	4.90481	5.14974
k141_388	2079	4.88077	4.88077	6.00649
k141_2466	3769	3.73915	3.73915	2.72962
k141_389	756	4.60891	4.60891	1.86829
k141_2467	484	3.47305	3.47305	1.00678
k141_390	428	3	3	0.743682
k141_391	416	1.82707	1.82707	0.264321
k141_392	657	1.86588	1.86588	0.57486
k141_4562	4063	4.63481	4.63481	3.47015
k141_6647	3313	4.38982	4.38982	3.59723
k141_393	510	3.85278	3.85278	1.05069
k141_6648	383	1.74678	1.74678	0.327845
k141_394	365	1.82791	1.82791	0.330059
k141_4563	1195	3.92344	3.92344	1.80448
k141_2468	2875	4.1189	4.1189	2.44256
k141_2469	728	2.75433	2.75433	0.643175
k141_2470	312	1.8642	1.8642	0.118089
k141_4564	1500	4.26963	4.26963	2.56478
k141_2471	457	1.7329	1.7329	0.614698
k141_395	3002	3.64025	3.64025	2.57347
k141_4565	980	4.62651	4.62651	3.02076
k141_6649	3392	5.03177	5.03177	4.55772
k141_4566	349	1.1407	1.1407	0.182123
k141_4567	329	0	0	0
k141_2472	1174	3.79395	3.79395	1.73953
k141_2473	335	1.91892	1.91892	0.477087
k141_2474	435	3.18246	3.18246	2.72716
k141_2475	343	1.51295	1.51295	0.251134
k141_6650	1226	5.44517	5.44517	4.25653
k141_4568	1154	3.84064	3.84064	1.37637
k141_6651	310	1.78125	1.78125	0.234866
k141_2476	725	5.62957	5.62957	7.3242
k141_6652	815	3.6812	3.6812	1.09399
k141_2477	536	3.56218	3.56218	1.41561
k141_6653	383	2.26609	2.26609	0.265095
k141_2478	459	1.83495	1.83495	0.157735
k141_2479	395	1.43673	1.43673	1.23061
k141_6654	594	4.08108	4.08108	1.6819
k141_396	3108	6.44963	6.44963	7.21211
k141_2480	956	4.24814	4.24814	6.43272
k141_2481	318	1.7619	1.7619	0.182492
k141_4569	2778	4.17085	4.17085	4.01539
k141_2482	371	2.33484	2.33484	0.296462
k141_2483	904	1.60212	1.60212	0.35941
k141_2484	360	1.4381	1.4381	0.247346
k141_2485	619	2.70149	2.70149	0.944894
k141_397	2868	3.96431	3.96431	1.90781
k141_2486	343	1.53368	1.53368	0.250162
k141_2487	753	3.22388	3.22388	1.06109
k141_2488	987	5.36918	5.36918	5.41975
k141_2489	381	1.80952	1.80952	0.467908
k141_6655	4714	4.5596	4.5596	3.40505
k141_2490	395	1.23673	1.23673	0.181432
k141_6656	652	2.99004	2.99004	0.756386
k141_6657	1027	6.47777	6.47777	5.63333
k141_398	3357	4.7521	4.7521	5.31193
k141_6658	691	3.03327	3.03327	1.19519
k141_6659	315	3.15152	3.15152	1.14154
k141_6660	357	1.46377	1.46377	0.249894
k141_6661	733	5.48371	5.48371	3.01305
k141_399	1677	4.46169	4.46169	3.59342
k141_4570	6837	4.66412	4.66412	4.18779
k141_6662	555	1.74074	1.74074	0.662814
k141_2491	3312	4.75743	4.75743	3.08917
k141_4571	365	2.13023	2.13023	0.665204
k141_400	968	7.00122	7.00122	10.104
k141_4572	399	1.751	1.751	0.260332
k141_2492	480	1.82727	1.82727	0.587095
k141_4573	395	3.52245	3.52245	2.68494
k141_6663	1196	5.54111	5.54111	4.75956
k141_2493	641	2.13646	2.13646	0.767056
k141_4574	380	1.8913	1.8913	0.158439
k141_6664	383	1.897	1.897	0.497965
k141_2494	662	2.29297	2.29297	0.540224
k141_4575	647	2.68008	2.68008	2.25834
k141_2495	566	3.28365	3.28365	2.1073
k141_6665	855	2.98298	2.98298	1.45993
k141_6666	494	3.50872	3.50872	0.897883
k141_2496	1180	4.42039	4.42039	4.84643
k141_401	3081	3.66803	3.66803	2.54469
k141_2497	573	3.54846	3.54846	1.12028
k141_402	1023	4.60596	4.60596	3.12667
k141_2498	1233	4.42567	4.42567	2.97482
k141_6667	2425	4.28879	4.28879	2.89327
k141_403	731	3.58176	3.58176	1.30236
k141_4576	3058	4.39856	4.39856	3.07434
k141_6668	736	3.34812	3.34812	1.60852
k141_4577	400	1.104	1.104	0.310426
k141_2499	1405	5.04542	5.04542	5.68768
k141_2500	316	2.12048	2.12048	0.773274
k141_404	1424	5.43485	5.43485	3.80764
k141_6669	1706	4.22236	4.22236	1.71259
k141_6670	462	2.66346	2.66346	0.828498
k141_2501	1502	5.10355	5.10355	3.50665
k141_405	2038	4.87765	4.87765	2.13288
k141_4578	3480	4.41231	4.41231	2.92484
k141_406	2044	4.31045	4.31045	2.73824
k141_4579	938	3.93909	3.93909	4.36473
k141_2502	3076	4.82262	4.82262	2.00443
k141_407	977	3.69407	3.69407	2.53704
k141_408	479	1.89666	1.89666	0.477093
k141_409	367	2.86175	2.86175	0.703021
k141_2503	925	3.99613	3.99613	3.01419
k141_410	613	3.7473	3.7473	1.04207
k141_411	618	2.19017	2.19017	0.407012
k141_2504	1260	5.47748	5.47748	2.37957
k141_412	403	2.78261	2.78261	0.885092
k141_413	346	2.04082	2.04082	0.121402
k141_4580	2853	6.43026	6.43026	4.47024
k141_6671	5834	4.69282	4.69282	4.63127
k141_4581	420	1.67407	1.67407	0.220515
k141_2505	1079	2.92142	2.92142	1.30955
k141_414	897	6.20482	6.20482	3.63225
k141_6672	790	2.10781	2.10781	0.744226
k141_415	1356	3.64013	3.64013	2.68862
k141_416	357	2.07246	2.07246	0.349093
k141_417	353	2.42365	2.42365	0.334487
k141_2506	1858	4.69496	4.69496	2.56712
k141_2507	305	2.00645	2.00645	0.928529
k141_418	582	4.43056	4.43056	0.927879
k141_2508	534	2.26042	2.26042	0.313207
k141_2509	487	3.89614	3.89614	3.45048
k141_4582	3165	4.37811	4.37811	4.4642
k141_4583	391	2.76349	2.76349	0.539661
k141_419	1235	3.02212	3.02212	1.58438
k141_420	388	1.59664	1.59664	0.587668
k141_421	319	0.544379	0.544379	0.249507
k141_4584	876	1.75344	1.75344	0.464645
k141_2510	1786	4.61308	4.61308	3.06552
k141_422	895	3.81342	3.81342	2.36701
k141_4585	1000	6.95529	6.95529	6.8602
k141_423	983	5.15846	5.15846	3.26573
k141_424	388	2.96639	2.96639	0.673972
k141_2511	1554	3.75071	3.75071	2.83161
k141_4586	1448	6.75039	6.75039	5.77109
k141_6673	6707	5.9756	5.9756	5.27495
k141_6674	346	2.69388	2.69388	0.213501
k141_4587	1698	6.81331	6.81331	4.95348
k141_425	2599	4.63944	4.63944	2.89241
k141_2512	2092	5.44078	5.44078	4.27136
k141_4588	540	1.89231	1.89231	0.435674
k141_2513	420	2.34444	2.34444	0.442257
k141_4589	356	1.03398	1.03398	0.208596
k141_426	577	2.8103	2.8103	1.22919
k141_2514	386	3.89407	3.89407	2.05256
k141_4590	313	1.39264	1.39264	0.363402
k141_2515	434	2.13028	2.13028	0.587206
k141_427	697	4.13711	4.13711	2.76322
k141_2516	365	1.2	1.2	0.160748
k141_4591	1047	3.14827	3.14827	0.851874
k141_2517	677	3.41366	3.41366	1.24682
k141_4592	368	1.51376	1.51376	0.250961
k141_428	1077	5.67638	5.67638	3.47182
k141_4593	441	2.45361	2.45361	0.641805
k141_6675	3675	5.05333	5.05333	3.03117
k141_2518	818	3.50449	3.50449	2.44526
k141_429	999	4.649	4.649	2.79412
k141_430	457	1.23127	1.23127	0.211045
k141_431	854	5.68324	5.68324	6.94791
k141_432	397	3.23077	3.23077	0.66604
k141_4594	2096	3.98304	3.98304	2.72208
k141_433	482	1.58735	1.58735	0.406245
k141_4595	401	1.5259	1.5259	0.418326
k141_2519	2427	14.6039	14.6039	67.3979
k141_434	696	3.67582	3.67582	1.01582
k141_4596	687	3.3352	3.3352	2.32773
k141_4597	656	3.36759	3.36759	1.54778
k141_2520	1183	4.33204	4.33204	2.23172
k141_4598	387	1.74684	1.74684	0.249195
k141_2521	323	1.52023	1.52023	0.251042
k141_6676	4065	4.1272	4.1272	1.95106
k141_435	1438	5.72593	5.72593	4.73057
k141_2522	377	4.05286	4.05286	0.678608
k141_2523	625	3.13684	3.13684	2.43061
k141_4599	1099	2.98103	2.98103	1.1853
k141_2524	434	5.30282	5.30282	2.04932
k141_6677	899	4.27103	4.27103	2.87163
k141_4600	585	1.88506	1.88506	0.452196
k141_4601	386	2.13136	2.13136	0.53161
k141_6678	531	0.792651	0.792651	0.31742
k141_4602	355	1.54146	1.54146	0.249497
k141_4603	373	1.01794	1.01794	0.287965
k141_4604	454	4.30592	4.30592	0.635477
k141_436	3110	6.27905	6.27905	6.45875
k141_4605	1114	5.16909	5.16909	3.86234
k141_6679	1982	4.75164	4.75164	5.25952
k141_4606	695	2.75229	2.75229	1.2786
k141_4607	444	1.81973	1.81973	0.66705
k141_6680	1116	4.1325	4.1325	2.42804
k141_4608	559	2.27628	2.27628	0.489659
k141_2525	4640	4.52806	4.52806	3.6211
k141_437	3023	4.62548	4.62548	3.86194
k141_438	327	1.72316	1.72316	0.201335
k141_2526	1027	4.33751	4.33751	4.29006
k141_4609	2304	4.24977	4.24977	2.70491
k141_2527	579	3.17016	3.17016	0.823782
k141_6681	3896	6.18927	6.18927	7.32902
k141_439	2501	4.46874	4.46874	2.49424
k141_2528	2069	4.70401	4.70401	3.35866
k141_440	832	6.38416	6.38416	4.30151
k141_6682	1862	4.27103	4.27103	2.18717
k141_4610	3735	5.50823	5.50823	5.21762
k141_441	1588	4.37483	4.37483	4.15792
k141_4611	608	4.60044	4.60044	2.69121
k141_2529	2899	5.57366	5.57366	4.02929
k141_2530	357	2.76328	2.76328	0.919421
k141_6683	2484	5.44644	5.44644	5.04016
k141_2531	568	2.38517	2.38517	0.808125
k141_4612	1661	6.47386	6.47386	4.6495
k141_6684	393	1.7284	1.7284	0.198653
k141_4613	305	2.72258	2.72258	0.20176
k141_442	2235	4.08297	4.08297	3.18265
k141_4614	1681	5.38341	5.38341	4.2614
k141_4615	307	2.02548	2.02548	1.26858
k141_4616	373	2.20628	2.20628	0.470771
k141_443	2315	4.66651	4.66651	4.1633
k141_444	549	1.48872	1.48872	0.622359
k141_445	443	3.54949	3.54949	0.666207
k141_6685	3832	4.13036	4.13036	1.84395
k141_4617	1635	6.19461	6.19461	7.97356
k141_4618	316	1.36747	1.36747	0.415662
k141_6686	501	4.50427	4.50427	2.71354
k141_446	1475	5.37585	5.37585	4.43265
k141_2532	5351	6.00442	6.00442	4.90439
k141_6687	1353	4.80216	4.80216	7.69463
k141_2533	649	4.78758	4.78758	4.49294
k141_447	1239	4.06336	4.06336	3.12922
k141_448	605	2.06374	2.06374	1.06421
k141_6688	1240	3.48165	3.48165	1.61811
k141_2534	964	4.10197	4.10197	2.95762
k141_4619	2774	4.76105	4.76105	3.43084
k141_449	417	3.26217	3.26217	1.31447
k141_450	339	1.60317	1.60317	0.240628
k141_2535	751	2.78869	2.78869	0.970274
k141_6689	712	2.51779	2.51779	0.464033
k141_2536	357	4.09179	4.09179	0.52066
k141_6690	442	1.26712	1.26712	0.196441
k141_451	1014	2.40856	2.40856	1.2732
k141_4620	1311	4.2696	4.2696	3.16087
k141_2537	696	3.67033	3.67033	4.34982
k141_452	370	2.32273	2.32273	0.393089
k141_2538	1141	3.60646	3.60646	1.58639
k141_2539	301	3.16556	3.16556	0.579073
k141_4621	1471	4.28842	4.28842	1.73569
k141_453	2347	5.20346	5.20346	3.18584
k141_2540	1266	3.77151	3.77151	2.30739
k141_454	359	1.44498	1.44498	0.24816
k141_2541	314	1.2561	1.2561	0.19168
k141_6691	3660	4.09516	4.09516	2.04113
k141_2542	579	3.14452	3.14452	0.759438
k141_6692	316	1.25301	1.25301	0.541657
k141_2543	397	1.37247	1.37247	0.234686
k141_2544	835	5.0365	5.0365	4.06739
k141_6693	904	2.9443	2.9443	1.40459
k141_2545	382	5.93534	5.93534	1.17762
k141_2546	341	4.06806	4.06806	0.863764
k141_6694	573	4.23168	4.23168	6.79456
k141_4622	3462	4.02446	4.02446	2.05645
k141_2547	853	1.97013	1.97013	1.57318
k141_4623	1346	4.81438	4.81438	4.25673
k141_455	3809	4.8035	4.8035	2.8698
k141_456	315	1.16364	1.16364	0.735255
k141_4624	1626	5.93225	5.93225	4.24218
k141_457	1420	4.53228	4.53228	3.64554
k141_4625	674	1.83969	1.83969	0.651115
k141_458	224	1	1	0
k141_6695	3623	5.25252	5.25252	3.91861
k141_4626	334	1.58696	1.58696	0.243763
k141_459	1850	4.40471	4.40471	3.7078
k141_460	629	2.32568	2.32568	0.814213
k141_461	986	2.51077	2.51077	1.01905
k141_4627	3012	4.67016	4.67016	4.0065
k141_2548	5992	3.97313	3.97313	3.06435
k141_462	475	2.44308	2.44308	0.661103
k141_4628	478	2.59756	2.59756	1.09749
k141_2549	457	2.97068	2.97068	0.636394
k141_463	439	1.57093	1.57093	0.245819
k141_2550	977	3.07981	3.07981	1.09531
k141_6696	4850	4.53043	4.53043	3.58766
k141_6697	461	5.25723	5.25723	1.34652
k141_4629	1781	5.38197	5.38197	3.63499
k141_464	1865	5.50787	5.50787	4.54999
k141_6698	653	6.80716	6.80716	5.13206
k141_465	586	2.65138	2.65138	1.25749
k141_6699	362	2.68396	2.68396	0.226661
k141_4630	965	3.10061	3.10061	0.771194
k141_466	526	4.22606	4.22606	0.99143
k141_6700	936	2.45547	2.45547	0.737506
k141_467	621	3.12951	3.12951	2.59382
k141_468	370	1.89545	1.89545	0.322353
k141_469	472	4.00932	4.00932	3.23045
k141_4631	2368	4.74391	4.74391	2.53789
k141_4632	381	1.77922	1.77922	0.172784
k141_6701	2156	4.17797	4.17797	7.08093
k141_6702	2866	5.70803	5.70803	3.91354
k141_4633	3257	4.57354	4.57354	3.26011
k141_6703	374	2.34375	2.34375	0.379064
k141_4634	483	1.13514	1.13514	0.412407
k141_4635	683	4.12946	4.12946	3.03772
k141_470	5260	5.00117	5.00117	3.44723
k141_4636	376	1.82743	1.82743	0.143422
k141_2551	8815	5.47005	5.47005	4.11911
k141_2552	352	1.88614	1.88614	0.101399
k141_2553	545	4.72658	4.72658	1.90982
k141_471	1360	3.65289	3.65289	1.96047
k141_6704	2300	4.75721	4.75721	3.05597
k141_6705	776	1.7476	1.7476	0.339396
k141_6706	403	5.86561	5.86561	3.03742
k141_4637	2279	4.69093	4.69093	3.74663
k141_2554	2380	3.99148	3.99148	2.42478
k141_2555	327	1.71186	1.71186	0.206279
k141_6707	1434	4.45171	4.45171	3.01171
k141_4638	1494	4.33036	4.33036	2.79771
k141_6708	359	1.08612	1.08612	0.117547
k141_4639	536	3.06995	3.06995	1.66003
k141_6709	508	3.22067	3.22067	0.435764
k141_6710	1733	6.32723	6.32723	4.18742
k141_6711	941	3.46144	3.46144	1.94251
k141_4640	2329	5.06333	5.06333	2.29625
k141_4641	368	0.270642	0.270642	0.198305
k141_4642	1263	4.12399	4.12399	3.20764
k141_6712	1959	4.88447	4.88447	3.89097
k141_2556	5757	3.62172	3.62172	1.73008
k141_472	7750	4.73197	4.73197	3.52134
k141_6713	454	4.32895	4.32895	1.44259
k141_2557	601	1.29933	1.29933	0.516866
k141_2558	382	2.09914	2.09914	0.306146
k141_6714	668	2.96332	2.96332	0.693041
k141_2559	329	1.67598	1.67598	0.220262
k141_2560	1149	4.52753	4.52753	4.35369
k141_2561	501	2.68661	2.68661	0.815793
k141_2562	428	1.61151	1.61151	0.238424
k141_473	3186	4.62615	4.62615	4.54979
k141_474	316	2.15663	2.15663	0.217744
k141_6715	3906	5.61581	5.61581	5.09581
k141_6716	333	2.95082	2.95082	0.354711
k141_2563	2251	4.57972	4.57972	3.35421
k141_6717	726	4.49132	4.49132	1.11992
k141_2564	691	4.06654	4.06654	1.94371
k141_4643	5991	4.53843	4.53843	3.24853
k141_2565	492	4.04971	4.04971	5.10896
k141_2566	1334	4.54307	4.54307	2.98548
k141_6718	1852	3.91951	3.91951	3.02174
k141_475	4434	4.66387	4.66387	4.05649
k141_4644	2469	4.84304	4.84304	4.50079
k141_4645	390	1.2625	1.2625	0.194404
k141_4646	624	2.00844	2.00844	0.38048
k141_476	1575	3.17263	3.17263	1.41682
k141_4647	883	4.81719	4.81719	3.13866
k141_477	555	2.72346	2.72346	0.591652
k141_478	418	1.69403	1.69403	0.288054
k141_6719	3110	4.50439	4.50439	3.13963
k141_479	359	2.42584	2.42584	1.3899
k141_2567	3515	4.18603	4.18603	2.76202
k141_480	416	1.66165	1.66165	0.330373
k141_2568	453	2.42244	2.42244	0.714992
k141_2569	435	2.49474	2.49474	0.849443
k141_6720	1240	4.20183	4.20183	1.90413
k141_481	1469	5.14708	5.14708	3.18928
k141_2570	1391	3.6245	3.6245	2.43792
k141_482	708	3.68459	3.68459	1.1068
k141_4648	3232	4.89195	4.89195	3.61668
k141_2571	469	2.27586	2.27586	0.370203
k141_2572	326	2.26136	2.26136	0.514156
k141_4649	414	2.19697	2.19697	1.22341
k141_2573	723	4.54276	4.54276	1.45839
k141_2574	393	1.24691	1.24691	0.186716
k141_4650	1477	4.31726	4.31726	4.64966
k141_4651	438	1.51736	1.51736	0.250569
k141_6721	4044	5.04314	5.04314	3.38989
k141_483	2735	6.06035	6.06035	4.44762
k141_2575	1507	4.46057	4.46057	2.67048
k141_484	476	2.74847	2.74847	0.921151
k141_485	482	2.31928	2.31928	0.846397
k141_2576	954	4.2301	4.2301	1.39032
k141_2577	385	1.92766	1.92766	0.306711
k141_2578	334	2.80435	2.80435	0.409598
k141_486	2560	6.69336	6.69336	8.7987
k141_2579	2272	3.94769	3.94769	3.62054
k141_2580	362	1.31132	1.31132	0.215416
k141_2581	357	3.21739	3.21739	0.491348
k141_2582	707	4.61759	4.61759	1.29055
k141_2583	680	4.4566	4.4566	0.982046
k141_487	1937	3.57023	3.57023	2.80515
k141_2584	498	1.87931	1.87931	0.354267
k141_488	1256	3.4123	3.4123	1.54028
k141_2585	1703	4.11526	4.11526	1.98865
k141_2586	460	2.6129	2.6129	1.44191
k141_489	1431	4.21468	4.21468	4.35155
k141_6722	8289	4.88574	4.88574	3.74927
k141_2587	807	2.73668	2.73668	0.773545
k141_6723	460	2.13871	2.13871	0.676491
k141_2588	422	1.875	1.875	0.619004
k141_4652	9346	5.3532	5.3532	4.16589
k141_2589	504	1.85311	1.85311	0.556266
k141_4653	364	3.92523	3.92523	1.37467
k141_2590	472	1.40683	1.40683	0.242071
k141_4654	654	6.25595	6.25595	2.9264
k141_490	1956	4.86323	4.86323	4.70536
k141_491	302	1.38816	1.38816	0.239064
k141_4655	506	3.05899	3.05899	0.810594
k141_2591	897	5.43909	5.43909	4.0858
k141_2592	414	0.856061	0.856061	0.123689
k141_4657	441	3.4433	3.4433	0.489016
k141_492	925	3.98968	3.98968	1.5632
k141_493	338	5.09043	5.09043	3.99713
k141_6724	3009	5.13606	5.13606	4.41505
k141_494	969	5.5812	5.5812	3.15814
k141_6725	468	3.10692	3.10692	0.650991
k141_2593	1513	3.81071	3.81071	3.47222
k141_6726	401	1.77291	1.77291	0.176223
k141_495	362	1.42925	1.42925	0.246155
k141_496	478	4.59451	4.59451	1.42836
k141_6727	506	5.75562	5.75562	2.82743
k141_6728	680	6.37547	6.37547	6.68104
k141_497	1172	4.7955	4.7955	2.72896
k141_6729	756	3.0264	3.0264	1.49352
k141_2594	1933	5.12339	5.12339	7.01167
k141_6730	361	1.43602	1.43602	0.247077
k141_2595	350	2.27	2.27	0.63025
k141_4658	3994	5.44277	5.44277	3.23874
k141_498	1490	3.50224	3.50224	2.45334
k141_6731	1130	3.96837	3.96837	1.82636
k141_6732	832	4.42375	4.42375	1.82164
k141_499	1135	4.74924	4.74924	6.61496
k141_500	318	1.63095	1.63095	0.234246
k141_501	470	5.63125	5.63125	1.80717
k141_502	413	3.71863	3.71863	1.08847
k141_4659	2594	3.27291	3.27291	2.8035
k141_2596	3243	4.75525	4.75525	3.64674
k141_4660	310	5.45625	5.45625	1.16789
k141_6733	2422	4.93046	4.93046	4.70947
k141_2597	665	4.90291	4.90291	1.69483
k141_6734	778	4.45223	4.45223	2.21303
k141_2598	559	2.19804	2.19804	0.806266
k141_503	2516	4.17752	4.17752	3.94904
k141_504	342	3.70833	3.70833	1.23385
k141_2599	528	2.48942	2.48942	4.79165
k141_6735	938	5.75254	5.75254	8.22965
k141_4661	1710	4.69615	4.69615	2.3502
k141_2600	443	2.06143	2.06143	0.53046
k141_6736	427	5.51986	5.51986	2.69979
k141_2601	377	3.54626	3.54626	0.496745
k141_2602	366	1.86574	1.86574	0.423751
k141_505	1388	5.58643	5.58643	4.77139
k141_6737	1121	4.2276	4.2276	2.95536
k141_506	367	1.85714	1.85714	0.632276
k141_6738	349	1.49246	1.49246	0.251206
k141_2603	1420	5.81496	5.81496	5.61189
k141_2604	506	3.27809	3.27809	1.4971
k141_6739	1539	5.50828	5.50828	6.38705
k141_6740	781	6.63233	6.63233	3.39792
k141_4662	3284	5.11646	5.11646	3.37965
k141_2605	1265	4.00807	4.00807	1.16781
k141_4663	306	3.78846	3.78846	0.903353
k141_2606	887	3.97829	3.97829	2.86638
k141_2607	417	1.70037	1.70037	0.210639
k141_507	3991	3.88987	3.88987	2.36422
k141_508	416	2.92105	2.92105	0.352234
k141_2608	911	3.19317	3.19317	3.59291
k141_2609	375	1.34667	1.34667	0.2275
k141_2610	326	2.13068	2.13068	0.719967
k141_509	816	4.28078	4.28078	1.85338
k141_510	317	1.64671	1.64671	0.229854
k141_6741	2841	4.60015	4.60015	2.54267
k141_2611	686	4.5597	4.5597	6.08988
k141_4664	3770	4.00442	4.00442	2.57526
k141_4665	434	2.05282	2.05282	0.23395
k141_6742	1542	5.60776	5.60776	8.1293
k141_2612	1496	4.7318	4.7318	3.31018
k141_4666	330	2.21111	2.21111	0.167473
k141_4667	403	1.79447	1.79447	0.163937
k141_4668	1110	4.72917	4.72917	2.86713
k141_2613	2300	4.72233	4.72233	5.19742
k141_511	4288	5.06646	5.06646	5.30388
k141_4669	2190	5.20882	5.20882	3.9652
k141_4670	510	2.34167	2.34167	0.247841
k141_4671	382	1.88362	1.88362	0.163886
k141_4672	701	3.75318	3.75318	1.72442
k141_6743	5000	4.45567	4.45567	3.31181
k141_4673	574	1.73113	1.73113	0.197042
k141_4674	537	4.09302	4.09302	1.09495
k141_4675	797	3.79444	3.79444	3.42981
k141_4676	474	2.18827	2.18827	0.388593
k141_6744	1937	3.6939	3.6939	3.76345
k141_512	4216	5.49287	5.49287	4.28491
k141_2614	4825	5.60727	5.60727	5.41832
k141_4677	775	1.2832	1.2832	0.591143
k141_513	1421	4.00629	4.00629	2.71492
k141_2615	1388	3.8643	3.8643	2.36151
k141_2616	319	1.75148	1.75148	0.187869
k141_6745	1994	3.27657	3.27657	2.65594
k141_514	1287	4.57432	4.57432	3.41194
k141_4678	2309	4.67856	4.67856	3.98468
k141_4679	340	2.17895	2.17895	0.274686
k141_4680	435	2.12281	2.12281	1.69261
k141_2617	1987	5.56832	5.56832	5.65623
k141_4681	811	4.74433	4.74433	2.35726
k141_2618	395	5.62041	5.62041	0.867613
k141_2619	396	2.35772	2.35772	0.802125
k141_515	1770	4.34198	4.34198	1.58527
k141_2620	344	1.55155	1.55155	0.248625
k141_4682	970	2.87561	2.87561	0.817235
k141_6746	3118	4.59838	4.59838	2.78299
k141_2621	612	3.1645	3.1645	1.08785
k141_2622	585	2.22529	2.22529	0.820095
k141_2623	522	2.41667	2.41667	0.427
k141_2624	549	2.90226	2.90226	0.686402
k141_6747	1562	3.74008	3.74008	1.36046
k141_2625	550	3.8125	3.8125	1.5412
k141_516	2336	5.1903	5.1903	3.0585
k141_4683	2201	5.02779	5.02779	2.89728
k141_2626	705	2.3982	2.3982	0.503609
k141_4684	931	4.58899	4.58899	1.53984
k141_6748	1291	4.44961	4.44961	2.1547
k141_4685	622	2.95551	2.95551	0.726257
k141_4686	468	1.72956	1.72956	0.488145
k141_4687	781	6.35341	6.35341	1.87014
k141_517	2634	5.86312	5.86312	3.64298
k141_4688	423	6.17949	6.17949	1.14046
k141_2627	2711	5.61226	5.61226	3.5297
k141_4689	414	1.73106	1.73106	0.197358
k141_4690	424	1.95985	1.95985	0.397648
k141_2628	1219	3.62769	3.62769	2.36504
k141_2629	509	1.88858	1.88858	0.278053
k141_6749	3874	4.59586	4.59586	2.95429
k141_518	2127	5.8786	5.8786	5.04087
k141_6750	314	0.554878	0.554878	0.248504
k141_6751	367	1.4977	1.4977	0.251152
k141_2630	3175	4.8843	4.8843	4.63351
k141_6752	2269	4.70694	4.70694	2.38008
k141_2631	501	1.67521	1.67521	0.231355
k141_519	3519	4.97507	4.97507	3.756
k141_2632	326	3.51705	3.51705	1.90828
k141_6753	481	4.24471	4.24471	1.19751
k141_520	371	3.38462	3.38462	1.11958
k141_521	355	5.41951	5.41951	3.39178
k141_2633	919	4.02731	4.02731	2.16202
k141_522	680	3.19434	3.19434	1.34023
k141_2634	682	4.09023	4.09023	1.03516
k141_2635	1256	4.80018	4.80018	3.14286
k141_4691	7572	6.09822	6.09822	6.00664
k141_523	2340	4.58813	4.58813	3.32035
k141_6754	2945	3.64079	3.64079	2.57818
k141_4692	1936	4.40482	4.40482	3.04217
k141_6755	567	3.25659	3.25659	1.47967
k141_4693	321	1.64327	1.64327	0.230822
k141_2636	2202	5.57602	5.57602	4.20438
k141_2637	342	2.89583	2.89583	1.51788
k141_4694	450	1.12333	1.12333	0.168685
k141_524	1755	5.88287	5.88287	3.20448
k141_4695	365	1.48372	1.48372	0.250902
k141_525	362	4.25472	4.25472	1.65045
k141_2638	702	3.76993	3.76993	1.40069
k141_526	337	2.34225	2.34225	0.323099
k141_6756	1457	3.87452	3.87452	5.05003
k141_2639	475	1.54154	1.54154	0.249041
k141_6757	386	1.70763	1.70763	0.207772
k141_2640	353	2.2069	2.2069	0.164903
k141_6758	330	1.60556	1.60556	0.240193
k141_2641	430	2.64643	2.64643	0.430095
k141_6759	380	2.96522	2.96522	0.313195
k141_2642	362	2.52358	2.52358	0.715081
k141_527	1928	5.14792	5.14792	3.95056
k141_4696	2666	3.77583	3.77583	2.41258
k141_6760	1508	3.81664	3.81664	1.85805
k141_6761	308	0.917722	0.917722	0.0759899
k141_4697	841	4.04631	4.04631	5.10512
k141_4698	1039	5.19235	5.19235	2.61048
k141_4699	634	2.18595	2.18595	0.304894
k141_2643	3691	4.88224	4.88224	5.44576
k141_4700	515	2.11507	2.11507	0.744965
